table,column,bins,table_column
web_site,web.web_city,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_city
web_site,web.web_name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_name
web_site,web.web_county,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_county
web_site,web.web_state,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_state
web_site,web.web_class,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_class
web_site,web.web_manager,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_manager
web_site,web.web_zip,"[31904.   31904.   31904.   31904.   31904.   31904.   31904.   31904.
 31904.   31904.   31904.   31904.   31904.   31904.   31904.   31904.
 31904.   31904.   31904.   33958.7  35709.   35709.   35709.   35709.
 35709.   35709.   35709.   35709.   35709.   35709.   35709.   35709.
 35709.   35709.   35709.   35709.   35709.   35709.   35709.   35709.
 35709.   35868.66 37624.92 38370.   38370.   38370.   38370.   38370.
 38370.   38370.   38370.  ]",web_site.web.web_zip
web_site,web.web_mkt_class,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_mkt_class
web_site,web.web_mkt_desc,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_mkt_desc
web_site,web.web_market_manager,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_market_manager
web_site,web.web_country,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_country
web_site,web.web_company_name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_company_name
web_site,web.web_street_number,"[ 51.    58.92 101.72 181.58 189.76 193.   193.   210.98 229.   245.5
 247.   258.7  288.4  292.   292.   292.   328.96 369.22 402.88 409.
 409.   409.   524.44 638.2  664.6  700.5  733.68 748.86 767.88 786.94
 800.8  805.   807.76 822.94 828.   828.7  833.32 835.   835.48 839.44
 841.   841.   841.   858.48 887.   887.   888.8  892.   892.   919.54
 973.  ]",web_site.web.web_street_number
web_site,web.web_street_name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_street_name
web_site,web.web_street_type,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_street_type
web_site,web.web_site_id,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",web_site.web.web_site_id
item,i.i_manager_id,"[  1.   2.   3.   4.   5.   6.   7.   8.   9.  10.  11.  13.  14.  15.
  16.  17.  18.  19.  20.  22.  23.  24.  25.  26.  27.  28.  29.  30.
  32.  33.  34.  36.  38.  40.  43.  45.  47.  49.  51.  53.  56.  58.
  60.  62.  64.  67.  73.  80.  87.  94. 100.]",item.i.i_manager_id
item,i.i_item_sk,"[1.000000e+00 9.209800e+02 1.840960e+03 2.760940e+03 3.680920e+03
 4.600900e+03 5.520880e+03 6.440860e+03 7.360840e+03 8.280820e+03
 9.200800e+03 1.012078e+04 1.104076e+04 1.196074e+04 1.288072e+04
 1.380070e+04 1.472068e+04 1.564066e+04 1.656064e+04 1.748062e+04
 1.840060e+04 1.932058e+04 2.024056e+04 2.116054e+04 2.208052e+04
 2.300050e+04 2.392048e+04 2.484046e+04 2.576044e+04 2.668042e+04
 2.760040e+04 2.852038e+04 2.944036e+04 3.036034e+04 3.128032e+04
 3.220030e+04 3.312028e+04 3.404026e+04 3.496024e+04 3.588022e+04
 3.680020e+04 3.772018e+04 3.864016e+04 3.956014e+04 4.048012e+04
 4.140010e+04 4.232008e+04 4.324006e+04 4.416004e+04 4.508002e+04
 4.600000e+04]",item.i.i_item_sk
item,i.i_rec_start_date,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_rec_start_date
item,i.i_rec_end_date,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_rec_end_date
item,i.i_current_price,"[9.00000e-02 2.60000e-01 4.20000e-01 5.90000e-01 7.60000e-01 9.20000e-01
 1.09000e+00 1.25000e+00 1.41000e+00 1.57000e+00 1.73000e+00 1.90000e+00
 2.06000e+00 2.22000e+00 2.40000e+00 2.56000e+00 2.73000e+00 2.89000e+00
 3.05000e+00 3.21000e+00 3.38000e+00 3.55000e+00 3.73000e+00 3.89000e+00
 4.04000e+00 4.20000e+00 4.37000e+00 4.53000e+00 4.69000e+00 4.86000e+00
 5.08000e+00 5.40360e+00 5.75000e+00 6.09000e+00 6.41000e+00 6.74000e+00
 7.07000e+00 7.41000e+00 7.76000e+00 8.08000e+00 8.40000e+00 8.75000e+00
 9.08000e+00 9.42000e+00 9.73000e+00 1.32340e+01 3.02476e+01 4.71700e+01
 6.47628e+01 8.27988e+01 9.99900e+01]",item.i.i_current_price
item,i.i_wholesale_cost,"[2.0000e-02 1.3800e-01 2.2000e-01 3.2000e-01 4.1000e-01 5.0000e-01
 5.9000e-01 6.8000e-01 7.7000e-01 8.5000e-01 9.4000e-01 1.0200e+00
 1.1100e+00 1.2000e+00 1.2900e+00 1.3800e+00 1.4700e+00 1.5600e+00
 1.6500e+00 1.7500e+00 1.8500e+00 1.9500e+00 2.0600e+00 2.1700e+00
 2.2800e+00 2.3900e+00 2.5100e+00 2.6300e+00 2.7540e+00 2.8700e+00
 3.0000e+00 3.1400e+00 3.2900e+00 3.4500e+00 3.6100e+00 3.8000e+00
 4.0200e+00 4.2600e+00 4.5300e+00 4.8300e+00 5.1700e+00 5.5700e+00
 6.0100e+00 6.5400e+00 7.2700e+00 8.5900e+00 1.7576e+01 2.6450e+01
 3.5830e+01 4.9784e+01 8.7710e+01]",item.i.i_wholesale_cost
item,i.i_brand_id,"[ 1001001.    1001002.    1002001.    1003001.    1004001.    2001001.
  2001002.    2002002.    2003001.    2004001.    3001001.    3001002.
  3002002.    3003001.    3004001.    4001001.    4001002.    4002002.
  4003001.    4004001.    5001001.    5001002.    5002002.    5003001.
  5004001.    6001001.    6004004.    6007006.    6010006.    6014001.
  7001004.    7004006.    7007009.    7010010.    7014003.    8001002.
  8004003.    8007008.    8010010.    8014001.    9001003.    9004008.
  9007011.    9010011.    9014002.68 10001007.   10004007.   10007012.
 10010015.   10013013.   10016017.  ]",item.i.i_brand_id
item,i.i_class_id,"[ 1.  1.  1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  2.  2.  2.  3.  3.
  3.  3.  3.  3.  3.  3.  4.  4.  4.  4.  4.  4.  4.  4.  5.  6.  6.  7.
  8.  8.  9.  9. 10. 11. 11. 12. 13. 13. 14. 15. 15. 16. 16.]",item.i.i_class_id
item,i.i_category_id,"[ 1.  1.  1.  1.  1.  1.  2.  2.  2.  2.  2.  3.  3.  3.  3.  3.  4.  4.
  4.  4.  4.  5.  5.  5.  5.  5.  6.  6.  6.  6.  6.  7.  7.  7.  7.  7.
  8.  8.  8.  8.  8.  9.  9.  9.  9. 10. 10. 10. 10. 10. 10.]",item.i.i_category_id
item,i.i_manufact_id,"[   1.     12.     24.     35.     46.     57.     68.     78.     90.
  101.    113.    123.    134.    145.    156.    167.    179.    190.
  201.    211.    223.    234.    246.    256.    267.    277.    289.
  300.    311.    322.    333.    355.    376.    398.    420.    442.2
  462.    486.    508.    531.    554.    576.    598.    621.    643.
  669.    737.    801.    861.56  936.   1000.  ]",item.i.i_manufact_id
item,i.i_item_id,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_item_id
item,i.i_item_desc,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_item_desc
item,i.i_brand,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_brand
item,i.i_class,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_class
item,i.i_category,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_category
item,i.i_manufact,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_manufact
item,i.i_size,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_size
item,i.i_formulation,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_formulation
item,i.i_color,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_color
item,i.i_units,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_units
item,i.i_container,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_container
item,i.i_product_name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",item.i.i_product_name
promotion,p.p_promo_sk,"[  1.    8.3  15.6  22.9  30.2  37.5  44.8  52.1  59.4  66.7  74.   81.3
  88.6  95.9 103.2 110.5 117.8 125.1 132.4 139.7 147.  154.3 161.6 168.9
 176.2 183.5 190.8 198.1 205.4 212.7 220.  227.3 234.6 241.9 249.2 256.5
 263.8 271.1 278.4 285.7 293.  300.3 307.6 314.9 322.2 329.5 336.8 344.1
 351.4 358.7 366. ]",promotion.p.p_promo_sk
promotion,p.p_start_date_sk,"[2450100.   2450125.   2450136.28 2450173.44 2450206.48 2450223.8
 2450230.96 2450241.24 2450262.84 2450272.44 2450293.6  2450299.
 2450314.68 2450327.72 2450347.   2450357.4  2450370.   2450384.72
 2450414.28 2450430.24 2450460.   2450471.36 2450483.52 2450498.
 2450517.84 2450539.   2450568.16 2450578.64 2450591.32 2450615.92
 2450627.8  2450646.   2450660.48 2450675.   2450687.   2450696.
 2450706.28 2450713.   2450727.08 2450738.24 2450746.6  2450758.
 2450775.72 2450785.64 2450801.04 2450821.6  2450848.36 2450855.56
 2450871.68 2450889.84 2450913.  ]",promotion.p.p_start_date_sk
promotion,p.p_end_date_sk,"[2450132.   2450154.72 2450177.36 2450193.94 2450236.   2450249.8
 2450267.08 2450284.04 2450301.32 2450315.24 2450326.8  2450340.88
 2450354.   2450365.   2450378.   2450389.1  2450397.88 2450415.
 2450446.68 2450467.42 2450482.8  2450496.12 2450513.   2450534.
 2450562.   2450580.   2450593.   2450609.3  2450637.   2450643.66
 2450667.8  2450678.74 2450704.   2450716.7  2450723.12 2450732.
 2450735.48 2450746.66 2450758.   2450773.   2450786.2  2450798.38
 2450817.12 2450827.74 2450836.   2450856.2  2450873.68 2450892.46
 2450906.28 2450916.82 2450955.  ]",promotion.p.p_end_date_sk
promotion,p.p_item_sk,"[  217.     934.16  1759.52  2413.84  3549.88  4406.4   5160.64  5954.32
  7244.56  8086.48  9155.8   9932.72 10326.6  10771.44 11352.04 12366.4
 13389.52 14069.68 15262.72 16084.6  16856.8  17769.2  18823.76 19616.08
 20039.44 21052.   21627.44 22071.68 23268.08 24241.6  26099.2  26652.56
 27366.16 28263.2  29023.36 29624.6  30188.92 30843.88 31764.28 32828.68
 33766.   35203.28 35771.56 36837.08 37936.36 39752.2  41108.2  42137.2
 43032.64 44311.28 45832.  ]",promotion.p.p_item_sk
promotion,p.p_cost,"[1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.
 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.
 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.
 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000. 1000.
 1000. 1000. 1000.]",promotion.p.p_cost
promotion,p.p_response_target,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1.]",promotion.p.p_response_target
promotion,p.p_promo_id,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",promotion.p.p_promo_id
promotion,p.p_promo_name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",promotion.p.p_promo_name
promotion,p.p_channel_dmail,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",promotion.p.p_channel_dmail
promotion,p.p_channel_email,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",promotion.p.p_channel_email
promotion,p.p_channel_catalog,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",promotion.p.p_channel_catalog
promotion,p.p_channel_tv,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",promotion.p.p_channel_tv
promotion,p.p_channel_radio,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",promotion.p.p_channel_radio
promotion,p.p_channel_press,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",promotion.p.p_channel_press
promotion,p.p_channel_event,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",promotion.p.p_channel_event
promotion,p.p_channel_demo,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",promotion.p.p_channel_demo
promotion,p.p_channel_details,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",promotion.p.p_channel_details
promotion,p.p_purpose,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",promotion.p.p_purpose
