table,column,bins,table_column
call_center,cc.cc_city,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",call_center.cc.cc_city
call_center,cc.cc_county,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",call_center.cc.cc_county
call_center,cc.cc_state,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",call_center.cc.cc_state
call_center,cc.cc_zip,"[31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904.
 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904.
 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904.
 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904.
 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904. 31904.
 31904.]",call_center.cc.cc_zip
call_center,cc.cc_country,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",call_center.cc.cc_country
call_center,cc.cc_gmt_offset,"[-5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5.
 -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5.
 -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5. -5.]",call_center.cc.cc_gmt_offset
call_center,cc.cc_tax_percentage,"[0.01  0.014 0.018 0.022 0.026 0.03  0.034 0.038 0.042 0.046 0.05  0.056
 0.062 0.068 0.074 0.08  0.086 0.092 0.098 0.104 0.11  0.11  0.11  0.11
 0.11  0.11  0.11  0.11  0.11  0.11  0.11  0.111 0.112 0.113 0.114 0.115
 0.116 0.117 0.118 0.119 0.12  0.12  0.12  0.12  0.12  0.12  0.12  0.12
 0.12  0.12  0.12 ]",call_center.cc.cc_tax_percentage
catalog_page,cp.cp_catalog_page_sk,"[1.000000e+00 2.353400e+02 4.696800e+02 7.040200e+02 9.383600e+02
 1.172700e+03 1.407040e+03 1.641380e+03 1.875720e+03 2.110060e+03
 2.344400e+03 2.578740e+03 2.813080e+03 3.047420e+03 3.281760e+03
 3.516100e+03 3.750440e+03 3.984780e+03 4.219120e+03 4.453460e+03
 4.687800e+03 4.922140e+03 5.156480e+03 5.390820e+03 5.625160e+03
 5.859500e+03 6.093840e+03 6.328180e+03 6.562520e+03 6.796860e+03
 7.031200e+03 7.265540e+03 7.499880e+03 7.734220e+03 7.968560e+03
 8.202900e+03 8.437240e+03 8.671580e+03 8.905920e+03 9.140260e+03
 9.374600e+03 9.608940e+03 9.843280e+03 1.007762e+04 1.031196e+04
 1.054630e+04 1.078064e+04 1.101498e+04 1.124932e+04 1.148366e+04
 1.171800e+04]",catalog_page.cp.cp_catalog_page_sk
catalog_page,cp.cp_catalog_page_id,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",catalog_page.cp.cp_catalog_page_id
catalog_page,cp.cp_start_date_sk,"[2450815.   2450815.   2450875.   2450906.   2450965.   2450997.
 2451055.   2451088.   2451145.   2451180.   2451210.   2451270.
 2451330.   2451362.   2451390.   2451450.   2451480.   2451545.
 2451575.   2451635.   2451665.   2451725.   2451727.   2451785.
 2451845.   2451910.   2451910.   2451970.   2452001.   2452060.
 2452092.   2452150.   2452183.   2452240.   2452275.   2452305.
 2452366.   2452425.   2452457.   2452485.   2452545.   2452575.
 2452640.   2452670.   2452730.   2452760.   2452820.   2452823.12
 2452910.   2452940.   2453005.  ]",catalog_page.cp.cp_start_date_sk
catalog_page,cp.cp_end_date_sk,"[2450844.   2450904.   2450934.   2450994.   2450996.   2451054.
 2451089.16 2451174.   2451178.   2451239.   2451270.   2451329.
 2451361.   2451419.   2451452.   2451509.   2451543.   2451574.
 2451635.   2451694.   2451726.   2451754.   2451814.   2451844.
 2451908.   2451939.   2451999.   2452029.   2452089.   2452091.
 2452179.   2452209.   2452269.   2452273.   2452334.   2452365.
 2452454.   2452456.   2452514.   2452547.   2452604.   2452638.
 2452699.   2452730.   2452789.   2452821.   2452849.   2452909.
 2452969.   2453003.   2453186.  ]",catalog_page.cp.cp_end_date_sk
catalog_page,cp.cp_department,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",catalog_page.cp.cp_department
catalog_page,cp.cp_catalog_number,"[  1.   3.   5.   7.   9.  11.  13.  16.  18.  20.  22.  24.  27.  29.
  31.  33.  35.  37.  40.  42.  44.  46.  48.  50.  53.  55.  57.  59.
  61.  63.  66.  68.  70.  72.  74.  76.  79.  81.  83.  85.  87.  89.
  92.  94.  96.  98. 100. 102. 105. 107. 109.]",catalog_page.cp.cp_catalog_number
catalog_page,cp.cp_catalog_page_number,"[  1.   3.   5.   7.   9.  11.  13.  16.  18.  20.  22.  24.  26.  28.
  31.  33.  35.  37.  39.  41.  44.  46.  48.  50.  52.  54.  56.  59.
  61.  63.  65.  67.  69.  72.  74.  76.  78.  80.  82.  85.  87.  89.
  91.  93.  95.  98. 100. 102. 104. 106. 108.]",catalog_page.cp.cp_catalog_page_number
catalog_page,cp.cp_description,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",catalog_page.cp.cp_description
catalog_page,cp.cp_type,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",catalog_page.cp.cp_type
catalog_returns,cr.cr_returned_date_sk,"[2450822.   2451013.   2451079.   2451131.   2451171.   2451203.
 2451231.   2451257.24 2451284.   2451313.   2451346.   2451387.
 2451442.   2451494.   2451534.   2451568.   2451596.   2451623.
 2451650.   2451679.   2451714.   2451755.   2451810.   2451861.
 2451901.   2451933.   2451962.   2451989.   2452017.   2452046.
 2452078.   2452119.   2452176.   2452228.   2452268.   2452300.
 2452328.   2452354.   2452381.   2452410.   2452444.   2452486.
 2452542.   2452593.   2452634.   2452665.   2452693.   2452721.
 2452752.   2452791.   2452907.  ]",catalog_returns.cr.cr_returned_date_sk
catalog_returns,cr.cr_returned_time_sk,"[2.000000e+00 5.278640e+03 8.896640e+03 1.248492e+04 1.550756e+04
 1.791560e+04 2.026492e+04 2.265400e+04 2.503300e+04 2.692900e+04
 2.869000e+04 3.044804e+04 3.221284e+04 3.375516e+04 3.516248e+04
 3.662180e+04 3.809036e+04 3.958000e+04 4.100700e+04 4.244500e+04
 4.366700e+04 4.466672e+04 4.574400e+04 4.678100e+04 4.818900e+04
 4.963000e+04 5.153900e+04 5.399464e+04 5.575992e+04 5.750428e+04
 5.900080e+04 6.046600e+04 6.178324e+04 6.298500e+04 6.420588e+04
 6.529620e+04 6.637300e+04 6.744800e+04 6.847200e+04 6.936100e+04
 7.027600e+04 7.114200e+04 7.201400e+04 7.304900e+04 7.405300e+04
 7.505900e+04 7.627500e+04 7.769000e+04 7.919600e+04 8.158668e+04
 8.639900e+04]",catalog_returns.cr.cr_returned_time_sk
catalog_returns,cr.cr_item_sk,"[1.000000e+00 3.430000e+02 7.030000e+02 1.055000e+03 1.414000e+03
 1.784000e+03 2.137000e+03 2.497000e+03 2.863000e+03 3.209000e+03
 3.569200e+03 3.936000e+03 4.295000e+03 4.654160e+03 5.018000e+03
 5.371000e+03 5.737120e+03 6.089000e+03 6.434000e+03 6.806000e+03
 7.166000e+03 7.521000e+03 7.875000e+03 8.241360e+03 8.601000e+03
 8.960000e+03 9.326000e+03 9.683640e+03 1.005700e+04 1.041300e+04
 1.078900e+04 1.114900e+04 1.150000e+04 1.185800e+04 1.221100e+04
 1.256500e+04 1.292300e+04 1.327900e+04 1.363900e+04 1.400100e+04
 1.437100e+04 1.473000e+04 1.509500e+04 1.546300e+04 1.583000e+04
 1.619500e+04 1.655872e+04 1.691000e+04 1.727136e+04 1.764100e+04
 1.800000e+04]",catalog_returns.cr.cr_item_sk
catalog_returns,cr.cr_refunded_customer_sk,"[2.000000e+00 2.060000e+03 4.048000e+03 5.973640e+03 7.962760e+03
 9.921000e+03 1.187864e+04 1.385758e+04 1.592156e+04 1.800346e+04
 2.001920e+04 2.204934e+04 2.401000e+04 2.600000e+04 2.799600e+04
 2.998910e+04 3.205008e+04 3.401092e+04 3.597300e+04 3.790400e+04
 3.992600e+04 4.192700e+04 4.398568e+04 4.608300e+04 4.807000e+04
 5.010000e+04 5.209600e+04 5.404300e+04 5.609432e+04 5.810800e+04
 6.014900e+04 6.225628e+04 6.432808e+04 6.630404e+04 6.832896e+04
 7.028700e+04 7.217300e+04 7.412978e+04 7.620272e+04 7.813200e+04
 8.016120e+04 8.219578e+04 8.423000e+04 8.616184e+04 8.815336e+04
 9.013500e+04 9.212900e+04 9.412018e+04 9.604900e+04 9.804200e+04
 1.000000e+05]",catalog_returns.cr.cr_refunded_customer_sk
catalog_returns,cr.cr_refunded_cdemo_sk,"[5.00000000e+00 3.81797000e+04 7.61302800e+04 1.14524460e+05
 1.52339440e+05 1.91196100e+05 2.28162640e+05 2.65650000e+05
 3.05172120e+05 3.44120600e+05 3.81874000e+05 4.21018000e+05
 4.59780840e+05 4.99089180e+05 5.37263160e+05 5.74985200e+05
 6.13685520e+05 6.51337600e+05 6.89654640e+05 7.26012700e+05
 7.65009600e+05 8.02073000e+05 8.40558360e+05 8.79295880e+05
 9.18218520e+05 9.56263500e+05 9.95258000e+05 1.03454900e+06
 1.07199200e+06 1.11172180e+06 1.15178020e+06 1.19003938e+06
 1.23093648e+06 1.26838900e+06 1.30644560e+06 1.34434450e+06
 1.38192800e+06 1.41961468e+06 1.45755900e+06 1.49664700e+06
 1.53580480e+06 1.57439600e+06 1.61131004e+06 1.64946500e+06
 1.68828980e+06 1.72698000e+06 1.76613200e+06 1.80468408e+06
 1.84309680e+06 1.88287378e+06 1.92073300e+06]",catalog_returns.cr.cr_refunded_cdemo_sk
catalog_returns,cr.cr_refunded_hdemo_sk,"[1.00000e+00 1.42000e+02 2.90000e+02 4.29000e+02 5.71000e+02 7.13200e+02
 8.51000e+02 9.96000e+02 1.13700e+03 1.28900e+03 1.43800e+03 1.58500e+03
 1.73000e+03 1.87500e+03 2.01700e+03 2.15700e+03 2.30700e+03 2.44700e+03
 2.59500e+03 2.73700e+03 2.88400e+03 3.02500e+03 3.16500e+03 3.31400e+03
 3.46000e+03 3.61300e+03 3.75200e+03 3.88600e+03 4.02300e+03 4.17300e+03
 4.32100e+03 4.46700e+03 4.61600e+03 4.75400e+03 4.89500e+03 5.04200e+03
 5.18300e+03 5.32800e+03 5.47200e+03 5.61276e+03 5.76100e+03 5.90800e+03
 6.05300e+03 6.20100e+03 6.34500e+03 6.49400e+03 6.63900e+03 6.77800e+03
 6.92200e+03 7.06000e+03 7.20000e+03]",catalog_returns.cr.cr_refunded_hdemo_sk
catalog_returns,cr.cr_refunded_addr_sk,"[1.000000e+00 9.830000e+02 1.986680e+03 2.997020e+03 4.018000e+03
 5.020000e+03 6.020000e+03 7.035000e+03 8.031000e+03 9.034060e+03
 1.005200e+04 1.107200e+04 1.206608e+04 1.307100e+04 1.404400e+04
 1.510200e+04 1.606144e+04 1.712200e+04 1.811500e+04 1.908700e+04
 2.006880e+04 2.108014e+04 2.208600e+04 2.302500e+04 2.405600e+04
 2.506200e+04 2.606300e+04 2.708500e+04 2.801600e+04 2.904700e+04
 3.007500e+04 3.106700e+04 3.204300e+04 3.303500e+04 3.406456e+04
 3.504290e+04 3.604800e+04 3.701716e+04 3.798100e+04 3.898300e+04
 3.999000e+04 4.099200e+04 4.199800e+04 4.303500e+04 4.405896e+04
 4.503430e+04 4.594800e+04 4.698898e+04 4.798000e+04 4.897300e+04
 5.000000e+04]",catalog_returns.cr.cr_refunded_addr_sk
catalog_returns,cr.cr_returning_customer_sk,"[1.000000e+00 2.014000e+03 4.031160e+03 6.052000e+03 8.087320e+03
 1.005600e+04 1.206900e+04 1.405112e+04 1.609064e+04 1.811016e+04
 2.010780e+04 2.213388e+04 2.411100e+04 2.615204e+04 2.811312e+04
 3.004900e+04 3.206684e+04 3.404336e+04 3.602200e+04 3.795100e+04
 3.991560e+04 4.194172e+04 4.397900e+04 4.597500e+04 4.795100e+04
 4.994100e+04 5.187008e+04 5.382200e+04 5.580424e+04 5.784432e+04
 5.988600e+04 6.191800e+04 6.398656e+04 6.599800e+04 6.798000e+04
 6.998280e+04 7.198900e+04 7.396100e+04 7.597204e+04 7.808000e+04
 8.008500e+04 8.208228e+04 8.408136e+04 8.610700e+04 8.803552e+04
 9.006800e+04 9.208268e+04 9.397200e+04 9.601400e+04 9.793092e+04
 9.999900e+04]",catalog_returns.cr.cr_returning_customer_sk
catalog_returns,cr.cr_returning_cdemo_sk,"[1.30000000e+01 3.80741600e+04 7.59441600e+04 1.14579720e+05
 1.53330400e+05 1.92294400e+05 2.28835200e+05 2.67118160e+05
 3.06202480e+05 3.45394080e+05 3.82711600e+05 4.21577760e+05
 4.59104680e+05 4.97935120e+05 5.36640360e+05 5.75395000e+05
 6.13934480e+05 6.52804720e+05 6.91251520e+05 7.29401000e+05
 7.67689000e+05 8.06365720e+05 8.45122160e+05 8.84240720e+05
 9.22600440e+05 9.60480000e+05 9.97591800e+05 1.03623816e+06
 1.07471292e+06 1.11347968e+06 1.15161940e+06 1.19103960e+06
 1.22830804e+06 1.26710896e+06 1.30554236e+06 1.34309300e+06
 1.38078408e+06 1.41884676e+06 1.45700716e+06 1.49504592e+06
 1.53521300e+06 1.57341268e+06 1.61193432e+06 1.65168892e+06
 1.69118456e+06 1.73007900e+06 1.76938236e+06 1.80831012e+06
 1.84621504e+06 1.88436928e+06 1.92079200e+06]",catalog_returns.cr.cr_returning_cdemo_sk
catalog_returns,cr.cr_returning_hdemo_sk,"[1.00000e+00 1.47000e+02 2.89000e+02 4.34000e+02 5.73000e+02 7.15000e+02
 8.55000e+02 9.97000e+02 1.14400e+03 1.28712e+03 1.43000e+03 1.57700e+03
 1.71900e+03 1.86400e+03 2.00400e+03 2.14800e+03 2.29300e+03 2.43100e+03
 2.57500e+03 2.71800e+03 2.87000e+03 3.01628e+03 3.16400e+03 3.30900e+03
 3.45700e+03 3.59900e+03 3.73900e+03 3.88400e+03 4.03000e+03 4.17100e+03
 4.31100e+03 4.45500e+03 4.59976e+03 4.74200e+03 4.88600e+03 5.02900e+03
 5.17200e+03 5.31300e+03 5.46300e+03 5.60700e+03 5.74900e+03 5.89600e+03
 6.04400e+03 6.18900e+03 6.33000e+03 6.47700e+03 6.62300e+03 6.77100e+03
 6.91600e+03 7.05900e+03 7.20000e+03]",catalog_returns.cr.cr_returning_hdemo_sk
catalog_returns,cr.cr_returning_addr_sk,"[1.000000e+00 9.994400e+02 2.012000e+03 3.045000e+03 4.020000e+03
 5.046000e+03 6.018640e+03 6.999000e+03 7.996000e+03 8.981960e+03
 9.985000e+03 1.099500e+04 1.199828e+04 1.300900e+04 1.401816e+04
 1.501300e+04 1.602504e+04 1.701948e+04 1.802100e+04 1.898700e+04
 1.999780e+04 2.101400e+04 2.200100e+04 2.300300e+04 2.400100e+04
 2.500100e+04 2.598300e+04 2.695800e+04 2.793200e+04 2.894176e+04
 2.995000e+04 3.092600e+04 3.192900e+04 3.293152e+04 3.390296e+04
 3.491800e+04 3.592400e+04 3.692200e+04 3.791100e+04 3.889700e+04
 3.988760e+04 4.091400e+04 4.190548e+04 4.290292e+04 4.392636e+04
 4.494980e+04 4.596200e+04 4.696668e+04 4.798700e+04 4.901456e+04
 5.000000e+04]",catalog_returns.cr.cr_returning_addr_sk
catalog_returns,cr.cr_call_center_sk,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2. 3. 3. 3. 3. 3. 3. 3. 4. 4. 4. 4. 4. 4. 4. 5. 5. 5. 5. 5. 5. 6.
 6. 6. 6.]",catalog_returns.cr.cr_call_center_sk
