table,column,bins,table_column
movie_keyword,mk.movie_id,"[2.00000000e+00 1.74196000e+05 3.18022000e+05 5.04832000e+05
 7.04239000e+05 8.95888000e+05 1.09229000e+06 1.27399000e+06
 1.42068600e+06 1.59087500e+06 1.65477800e+06 1.68078000e+06
 1.70444700e+06 1.72505962e+06 1.74312500e+06 1.76316400e+06
 1.78481400e+06 1.80699300e+06 1.83210700e+06 1.85377100e+06
 1.88384500e+06 1.90522200e+06 1.92657000e+06 1.94709142e+06
 1.96947800e+06 1.99345500e+06 2.01812100e+06 2.04432066e+06
 2.07006600e+06 2.09353700e+06 2.11766900e+06 2.13981796e+06
 2.16349212e+06 2.19072600e+06 2.21243200e+06 2.23481800e+06
 2.25573400e+06 2.27702400e+06 2.29683900e+06 2.31559500e+06
 2.33624700e+06 2.35296256e+06 2.36992400e+06 2.38444500e+06
 2.40033500e+06 2.41595200e+06 2.43263500e+06 2.45408000e+06
 2.48019900e+06 2.50268300e+06 2.52597100e+06]",movie_keyword.mk.movie_id
movie_keyword,mk.keyword_id,"[1.000000e+00 7.700000e+01 1.320000e+02 2.300000e+02 3.310000e+02
 3.470000e+02 3.840000e+02 4.950000e+02 6.430000e+02 7.840000e+02
 8.580000e+02 9.440000e+02 1.105000e+03 1.389000e+03 1.617000e+03
 1.768000e+03 2.035000e+03 2.246000e+03 2.488000e+03 2.762000e+03
 2.935000e+03 3.256000e+03 3.518000e+03 3.688000e+03 4.220000e+03
 4.703000e+03 5.274000e+03 5.816000e+03 6.306000e+03 7.110000e+03
 7.670000e+03 8.263000e+03 9.139000e+03 1.032300e+04 1.154000e+04
 1.237400e+04 1.408300e+04 1.585500e+04 1.629200e+04 1.860700e+04
 2.037300e+04 2.250800e+04 2.590800e+04 2.903300e+04 3.383300e+04
 3.913610e+04 4.613800e+04 5.810100e+04 7.162884e+04 8.478800e+04
 1.341700e+05]",movie_keyword.mk.keyword_id
company_type,ct.id,"[1.   1.06 1.12 1.18 1.24 1.3  1.36 1.42 1.48 1.54 1.6  1.66 1.72 1.78
 1.84 1.9  1.96 2.02 2.08 2.14 2.2  2.26 2.32 2.38 2.44 2.5  2.56 2.62
 2.68 2.74 2.8  2.86 2.92 2.98 3.04 3.1  3.16 3.22 3.28 3.34 3.4  3.46
 3.52 3.58 3.64 3.7  3.76 3.82 3.88 3.94 4.  ]",company_type.ct.id
company_type,ct.kind,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",company_type.ct.kind
complete_cast,cc.id,"[1.000000e+00 2.702700e+03 5.404400e+03 8.106100e+03 1.080780e+04
 1.350950e+04 1.621120e+04 1.891290e+04 2.161460e+04 2.431630e+04
 2.701800e+04 2.971970e+04 3.242140e+04 3.512310e+04 3.782480e+04
 4.052650e+04 4.322820e+04 4.592990e+04 4.863160e+04 5.133330e+04
 5.403500e+04 5.673670e+04 5.943840e+04 6.214010e+04 6.484180e+04
 6.754350e+04 7.024520e+04 7.294690e+04 7.564860e+04 7.835030e+04
 8.105200e+04 8.375370e+04 8.645540e+04 8.915710e+04 9.185880e+04
 9.456050e+04 9.726220e+04 9.996390e+04 1.026656e+05 1.053673e+05
 1.080690e+05 1.107707e+05 1.134724e+05 1.161741e+05 1.188758e+05
 1.215775e+05 1.242792e+05 1.269809e+05 1.296826e+05 1.323843e+05
 1.350860e+05]",complete_cast.cc.id
complete_cast,cc.movie_id,"[2.8500000e+02 6.2361000e+04 1.7354740e+05 2.3258400e+05 3.3768580e+05
 3.8466550e+05 4.0142520e+05 4.7454500e+05 5.5836700e+05 5.9182030e+05
 7.0253700e+05 7.7368700e+05 8.6196540e+05 9.2937200e+05 1.0288400e+06
 1.0961450e+06 1.1674412e+06 1.2711850e+06 1.2874710e+06 1.3373284e+06
 1.3969050e+06 1.4437754e+06 1.5267810e+06 1.5946470e+06 1.6592604e+06
 1.6979800e+06 1.7344472e+06 1.7613565e+06 1.7955504e+06 1.8314260e+06
 1.8703310e+06 1.9070410e+06 1.9427004e+06 1.9774051e+06 2.0199392e+06
 2.0565555e+06 2.0923000e+06 2.1296308e+06 2.1700392e+06 2.2102618e+06
 2.2468720e+06 2.2853423e+06 2.3170424e+06 2.3495484e+06 2.3720726e+06
 2.3941840e+06 2.4173402e+06 2.4459435e+06 2.4865392e+06 2.5245886e+06
 2.5283120e+06]",complete_cast.cc.movie_id
complete_cast,cc.subject_id,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2. 2.
 2. 2. 2.]",complete_cast.cc.subject_id
complete_cast,cc.status_id,"[3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 3. 4. 4. 4. 4. 4. 4. 4.
 4. 4. 4.]",complete_cast.cc.status_id
company_name,cn.id,"[1.0000000e+00 4.7009200e+03 9.4008400e+03 1.4100760e+04 1.8800680e+04
 2.3500600e+04 2.8200520e+04 3.2900440e+04 3.7600360e+04 4.2300280e+04
 4.7000200e+04 5.1700120e+04 5.6400040e+04 6.1099960e+04 6.5799880e+04
 7.0499800e+04 7.5199720e+04 7.9899640e+04 8.4599560e+04 8.9299480e+04
 9.3999400e+04 9.8699320e+04 1.0339924e+05 1.0809916e+05 1.1279908e+05
 1.1749900e+05 1.2219892e+05 1.2689884e+05 1.3159876e+05 1.3629868e+05
 1.4099860e+05 1.4569852e+05 1.5039844e+05 1.5509836e+05 1.5979828e+05
 1.6449820e+05 1.6919812e+05 1.7389804e+05 1.7859796e+05 1.8329788e+05
 1.8799780e+05 1.9269772e+05 1.9739764e+05 2.0209756e+05 2.0679748e+05
 2.1149740e+05 2.1619732e+05 2.2089724e+05 2.2559716e+05 2.3029708e+05
 2.3499700e+05]",company_name.cn.id
company_name,cn.name,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",company_name.cn.name
company_name,cn.country_code,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",company_name.cn.country_code
company_name,cn.imdb_id,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",company_name.cn.imdb_id
company_name,cn.name_pcode_nf,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",company_name.cn.name_pcode_nf
company_name,cn.name_pcode_sf,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",company_name.cn.name_pcode_sf
company_name,cn.md5sum,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",company_name.cn.md5sum
aka_title,at.id,"[1.0000000e+00 8.0774200e+03 1.6330840e+04 2.4251520e+04 3.1834680e+04
 3.9359100e+04 4.6928520e+04 5.4449940e+04 6.2016360e+04 6.9593780e+04
 7.7162200e+04 8.4654620e+04 9.2156040e+04 9.9681460e+04 1.0715088e+05
 1.1473730e+05 1.2226372e+05 1.2977914e+05 1.3728856e+05 1.4488098e+05
 1.5238440e+05 1.5992282e+05 1.6740824e+05 1.7498366e+05 1.8255808e+05
 1.9010750e+05 1.9765392e+05 2.0525534e+05 2.1282476e+05 2.2032318e+05
 2.2785060e+05 2.3533602e+05 2.4282444e+05 2.5034686e+05 2.5794728e+05
 2.6545370e+05 2.7297824e+05 2.8050654e+05 2.8804296e+05 2.9571838e+05
 3.0340980e+05 3.1111422e+05 3.1871764e+05 3.2622512e+05 3.3374648e+05
 3.4131090e+05 3.4884732e+05 3.5626574e+05 3.6349816e+05 3.7073058e+05
 3.7796000e+05]",aka_title.at.id
aka_title,at.movie_id,"[      0.    543465.12 1007668.88 1521111.78 1653593.48 1674643.
 1697511.   1718209.58 1741725.72 1764280.34 1784191.2  1804562.
 1821056.16 1838670.84 1856445.64 1877168.8  1899524.76 1919804.42
 1937796.04 1958600.   1974835.4  1993891.56 2011223.24 2026968.32
 2038565.08 2051200.   2064829.   2080942.   2101251.52 2120774.
 2141302.   2158878.12 2178828.   2199749.   2219921.28 2240171.
 2259762.   2278452.54 2295261.56 2316474.   2334804.   2356188.22
 2378014.92 2398155.   2418985.4  2439796.5  2458576.32 2475241.48
 2496205.32 2512667.   2525672.  ]",aka_title.at.movie_id
aka_title,at.production_year,"[1888. 1910. 1914. 1922. 1929. 1934. 1937. 1942. 1948. 1951. 1954. 1956.
 1959. 1961. 1963. 1966. 1967. 1969. 1971. 1973. 1974. 1976. 1978. 1979.
 1981. 1983. 1985. 1986. 1988. 1989. 1991. 1992. 1993. 1995. 1996. 1997.
 1999. 2000. 2001. 2002. 2003. 2004. 2005. 2006. 2007. 2008. 2009. 2010.
 2011. 2012. 2016.]",aka_title.at.production_year
aka_title,at.episode_of_id,"[1.00000e+01 7.76000e+02 1.09800e+03 1.44700e+03 1.98900e+03 2.44300e+03
 2.72600e+03 3.06700e+03 3.86700e+03 4.24300e+03 4.24300e+03 4.60900e+03
 5.41700e+03 5.72200e+03 6.47100e+03 7.43600e+03 8.27400e+03 8.41850e+03
 8.90100e+03 9.63200e+03 1.02670e+04 1.06610e+04 1.07570e+04 1.12080e+04
 1.19420e+04 1.21590e+04 1.25860e+04 1.29240e+04 1.32860e+04 1.41380e+04
 1.41380e+04 1.45590e+04 1.48100e+04 1.55480e+04 1.60590e+04 1.69410e+04
 1.74550e+04 1.79175e+04 1.84560e+04 1.96920e+04 1.99750e+04 2.02560e+04
 2.05220e+04 2.13070e+04 2.19040e+04 2.27700e+04 2.33870e+04 2.37740e+04
 2.43390e+04 2.47480e+04 2.53910e+04]",aka_title.at.episode_of_id
aka_title,at.season_nr,"[ 1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
  1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.
  1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    1.    2.
  2.    2.    2.    3.    3.    4.    4.    5.    7.    8.    9.   11.
 18.36 30.   63.  ]",aka_title.at.season_nr
aka_title,at.episode_nr,"[1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00
 2.0000e+00 2.0000e+00 2.0000e+00 2.0000e+00 2.0000e+00 3.0000e+00
 3.0000e+00 3.0000e+00 4.0000e+00 4.0000e+00 4.0000e+00 5.0000e+00
 5.0000e+00 5.0000e+00 6.0000e+00 6.0000e+00 6.0000e+00 7.0000e+00
 7.0000e+00 8.0000e+00 8.0000e+00 9.0000e+00 9.0000e+00 1.0000e+01
 1.1000e+01 1.1000e+01 1.2000e+01 1.3000e+01 1.3000e+01 1.5000e+01
 1.6000e+01 1.7000e+01 1.8000e+01 2.0000e+01 2.1000e+01 2.3000e+01
 2.5000e+01 2.7000e+01 3.1000e+01 3.6000e+01 4.2000e+01 4.8000e+01
 6.9000e+01 1.8916e+02 4.3150e+03]",aka_title.at.episode_nr
aka_title,at.kind_id,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 2. 2. 2. 3. 3. 3. 3.
 4. 6. 7.]",aka_title.at.kind_id
aka_title,at.title,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]",aka_title.at.title
